width,height,ratio,area,class
tensor(192.5000),tensor(65.),tensor(2.9615),tensor(12512.5000),4
tensor(75.),tensor(455.),tensor(0.1648),tensor(34125.),0
tensor(6.2500),tensor(57.5000),tensor(0.1087),tensor(359.3750),0
tensor(241.2500),tensor(446.2500),tensor(0.5406),tensor(107657.8125),4
tensor(136.2500),tensor(171.2500),tensor(0.7956),tensor(23332.8125),4
tensor(75.),tensor(130.),tensor(0.5769),tensor(9750.),0
tensor(48.7500),tensor(121.2500),tensor(0.4021),tensor(5910.9375),0
tensor(28.7500),tensor(88.7500),tensor(0.3239),tensor(2551.5625),0
tensor(171.2500),tensor(102.5000),tensor(1.6707),tensor(17553.1250),4
tensor(17.5000),tensor(25.),tensor(0.7000),tensor(437.5000),3
tensor(70.),tensor(30.),tensor(2.3333),tensor(2100.),1
tensor(17.5000),tensor(111.2500),tensor(0.1573),tensor(1946.8750),0
tensor(210.),tensor(120.),tensor(1.7500),tensor(25200.),2
tensor(22.5000),tensor(45.),tensor(0.5000),tensor(1012.5000),3
tensor(26.2500),tensor(43.7500),tensor(0.6000),tensor(1148.4375),3
tensor(266.2500),tensor(18.7500),tensor(14.2000),tensor(4992.1875),1
tensor(48.7500),tensor(16.2500),tensor(3.),tensor(792.1875),1
tensor(478.7500),tensor(95.),tensor(5.0395),tensor(45481.2500),1
tensor(38.7500),tensor(552.5000),tensor(0.0701),tensor(21409.3750),0
tensor(266.2500),tensor(33.7500),tensor(7.8889),tensor(8985.9375),1
tensor(583.7500),tensor(390.),tensor(1.4968),tensor(227662.5000),2
tensor(638.7500),tensor(257.5000),tensor(2.4806),tensor(164478.1250),4
tensor(21.2500),tensor(16.2500),tensor(1.3077),tensor(345.3125),3
tensor(356.2500),tensor(58.7500),tensor(6.0638),tensor(20929.6875),1
tensor(63.7500),tensor(280.),tensor(0.2277),tensor(17850.),0
tensor(137.5000),tensor(118.7500),tensor(1.1579),tensor(16328.1250),0
tensor(127.5000),tensor(461.2500),tensor(0.2764),tensor(58809.3750),0
tensor(53.7500),tensor(203.7500),tensor(0.2638),tensor(10951.5625),0
tensor(363.7500),tensor(290.),tensor(1.2543),tensor(105487.5000),2
tensor(481.2500),tensor(337.5000),tensor(1.4259),tensor(162421.8750),2
tensor(411.2500),tensor(83.7500),tensor(4.9104),tensor(34442.1875),1
tensor(46.2500),tensor(540.),tensor(0.0856),tensor(24975.),0
tensor(293.7500),tensor(288.7500),tensor(1.0173),tensor(84820.3125),2
tensor(200.),tensor(83.7500),tensor(2.3881),tensor(16750.),0
tensor(135.),tensor(81.2500),tensor(1.6615),tensor(10968.7500),0
tensor(17.5000),tensor(38.7500),tensor(0.4516),tensor(678.1250),0
tensor(157.5000),tensor(32.5000),tensor(4.8462),tensor(5118.7500),1
tensor(52.5000),tensor(52.5000),tensor(1.),tensor(2756.2500),0
tensor(210.),tensor(111.2500),tensor(1.8876),tensor(23362.5000),4
tensor(23.7500),tensor(23.7500),tensor(1.),tensor(564.0625),3
tensor(60.),tensor(11.2500),tensor(5.3333),tensor(675.),1
tensor(48.7500),tensor(101.2500),tensor(0.4815),tensor(4935.9375),0
tensor(341.2500),tensor(40.),tensor(8.5312),tensor(13650.),1
tensor(30.),tensor(42.5000),tensor(0.7059),tensor(1275.),3
tensor(21.2500),tensor(41.2500),tensor(0.5152),tensor(876.5625),3
tensor(172.5000),tensor(152.5000),tensor(1.1311),tensor(26306.2500),2
tensor(12.5000),tensor(102.5000),tensor(0.1220),tensor(1281.2500),0
tensor(240.),tensor(27.5000),tensor(8.7273),tensor(6600.),1
tensor(62.5000),tensor(632.5000),tensor(0.0988),tensor(39531.2500),0
tensor(217.5000),tensor(506.2500),tensor(0.4296),tensor(110109.3750),4
tensor(140.),tensor(86.2500),tensor(1.6232),tensor(12075.),2
tensor(18.7500),tensor(26.2500),tensor(0.7143),tensor(492.1875),3
tensor(420.),tensor(257.5000),tensor(1.6311),tensor(108150.),2
tensor(66.2500),tensor(31.2500),tensor(2.1200),tensor(2070.3125),1
tensor(567.5000),tensor(382.5000),tensor(1.4837),tensor(217068.7500),2
tensor(245.),tensor(491.2500),tensor(0.4987),tensor(120356.2500),0
tensor(183.7500),tensor(562.5000),tensor(0.3267),tensor(103359.3750),0
tensor(8.7500),tensor(47.5000),tensor(0.1842),tensor(415.6250),0
tensor(47.5000),tensor(426.2500),tensor(0.1114),tensor(20246.8750),0
tensor(87.5000),tensor(638.7500),tensor(0.1370),tensor(55890.6250),0
tensor(28.7500),tensor(27.5000),tensor(1.0455),tensor(790.6250),4
tensor(638.7500),tensor(433.7500),tensor(1.4726),tensor(277057.8125),4
tensor(30.),tensor(275.),tensor(0.1091),tensor(8250.),0
tensor(40.),tensor(90.),tensor(0.4444),tensor(3600.),0
tensor(36.2500),tensor(52.5000),tensor(0.6905),tensor(1903.1250),0
tensor(185.),tensor(23.7500),tensor(7.7895),tensor(4393.7500),1
tensor(81.2500),tensor(22.5000),tensor(3.6111),tensor(1828.1250),1
tensor(227.5000),tensor(132.5000),tensor(1.7170),tensor(30143.7500),4
tensor(216.2500),tensor(336.2500),tensor(0.6431),tensor(72714.0625),0
tensor(517.5000),tensor(76.2500),tensor(6.7869),tensor(39459.3750),1
tensor(6.2500),tensor(41.2500),tensor(0.1515),tensor(257.8125),0
tensor(60.),tensor(338.7500),tensor(0.1771),tensor(20325.),0
tensor(75.),tensor(210.),tensor(0.3571),tensor(15750.),0
tensor(566.2500),tensor(225.),tensor(2.5167),tensor(127406.2500),0
tensor(300.),tensor(37.5000),tensor(8.),tensor(11250.),1
tensor(157.5000),tensor(88.7500),tensor(1.7746),tensor(13978.1250),4
tensor(16.2500),tensor(15.),tensor(1.0833),tensor(243.7500),3
tensor(16.2500),tensor(78.7500),tensor(0.2063),tensor(1279.6875),1
tensor(153.7500),tensor(27.5000),tensor(5.5909),tensor(4228.1250),1
tensor(16.2500),tensor(27.5000),tensor(0.5909),tensor(446.8750),3
tensor(638.7500),tensor(278.7500),tensor(2.2915),tensor(178051.5625),2
tensor(178.7500),tensor(21.2500),tensor(8.4118),tensor(3798.4375),1
tensor(27.5000),tensor(55.),tensor(0.5000),tensor(1512.5000),0
tensor(73.7500),tensor(166.2500),tensor(0.4436),tensor(12260.9375),0
tensor(32.5000),tensor(133.7500),tensor(0.2430),tensor(4346.8750),0
tensor(462.5000),tensor(486.2500),tensor(0.9512),tensor(224890.6250),4
tensor(450.),tensor(312.5000),tensor(1.4400),tensor(140625.),2
tensor(116.2500),tensor(122.5000),tensor(0.9490),tensor(14240.6250),2
tensor(82.5000),tensor(181.2500),tensor(0.4552),tensor(14953.1250),0
tensor(136.2500),tensor(228.7500),tensor(0.5956),tensor(31167.1875),2
tensor(233.7500),tensor(388.7500),tensor(0.6013),tensor(90870.3125),2
tensor(638.7500),tensor(467.5000),tensor(1.3663),tensor(298615.6250),4
tensor(106.2500),tensor(447.5000),tensor(0.2374),tensor(47546.8750),0
tensor(82.5000),tensor(637.5000),tensor(0.1294),tensor(52593.7500),0
tensor(156.2500),tensor(527.5000),tensor(0.2962),tensor(82421.8750),0
tensor(398.7500),tensor(45.),tensor(8.8611),tensor(17943.7500),1
tensor(128.7500),tensor(66.2500),tensor(1.9434),tensor(8529.6875),0
tensor(55.),tensor(15.),tensor(3.6667),tensor(825.),1
tensor(180.),tensor(427.5000),tensor(0.4211),tensor(76950.),0
tensor(65.),tensor(170.),tensor(0.3824),tensor(11050.),0
tensor(157.5000),tensor(53.7500),tensor(2.9302),tensor(8465.6250),1
tensor(272.5000),tensor(58.7500),tensor(4.6383),tensor(16009.3750),2
tensor(81.2500),tensor(23.7500),tensor(3.4211),tensor(1929.6875),1
tensor(116.2500),tensor(187.5000),tensor(0.6200),tensor(21796.8750),2
tensor(130.),tensor(417.5000),tensor(0.3114),tensor(54275.),0
tensor(112.5000),tensor(22.5000),tensor(5.),tensor(2531.2500),1
tensor(637.5000),tensor(63.7500),tensor(10.),tensor(40640.6250),1
tensor(38.7500),tensor(41.2500),tensor(0.9394),tensor(1598.4375),3
tensor(15.),tensor(17.5000),tensor(0.8571),tensor(262.5000),3
tensor(68.7500),tensor(636.2500),tensor(0.1081),tensor(43742.1875),0
tensor(131.2500),tensor(356.2500),tensor(0.3684),tensor(46757.8125),0
tensor(137.5000),tensor(483.7500),tensor(0.2842),tensor(66515.6250),0
tensor(40.),tensor(156.2500),tensor(0.2560),tensor(6250.),0
tensor(135.),tensor(637.5000),tensor(0.2118),tensor(86062.5000),0
tensor(346.2500),tensor(480.),tensor(0.7214),tensor(166200.),4
tensor(40.),tensor(127.5000),tensor(0.3137),tensor(5100.),0
tensor(22.5000),tensor(25.),tensor(0.9000),tensor(562.5000),3
tensor(263.7500),tensor(208.7500),tensor(1.2635),tensor(55057.8125),2
tensor(150.),tensor(87.5000),tensor(1.7143),tensor(13125.),2
tensor(352.5000),tensor(16.2500),tensor(21.6923),tensor(5728.1250),1
tensor(95.),tensor(182.5000),tensor(0.5205),tensor(17337.5000),0
tensor(65.),tensor(297.5000),tensor(0.2185),tensor(19337.5000),0
tensor(146.2500),tensor(67.5000),tensor(2.1667),tensor(9871.8750),1
tensor(65.),tensor(256.2500),tensor(0.2537),tensor(16656.2500),0
tensor(105.),tensor(330.),tensor(0.3182),tensor(34650.),0
tensor(76.2500),tensor(170.),tensor(0.4485),tensor(12962.5000),0
tensor(138.7500),tensor(221.2500),tensor(0.6271),tensor(30698.4375),0
tensor(417.5000),tensor(126.2500),tensor(3.3069),tensor(52709.3750),0
tensor(638.7500),tensor(426.2500),tensor(1.4985),tensor(272267.1875),2
tensor(62.5000),tensor(70.),tensor(0.8929),tensor(4375.),4
tensor(133.7500),tensor(191.2500),tensor(0.6993),tensor(25579.6875),4
tensor(16.2500),tensor(155.),tensor(0.1048),tensor(2518.7500),0
tensor(212.5000),tensor(191.2500),tensor(1.1111),tensor(40640.6250),2
tensor(638.7500),tensor(211.2500),tensor(3.0237),tensor(134935.9375),2
tensor(161.2500),tensor(18.7500),tensor(8.6000),tensor(3023.4375),1
tensor(36.2500),tensor(56.2500),tensor(0.6444),tensor(2039.0625),0
tensor(493.7500),tensor(376.2500),tensor(1.3123),tensor(185773.4375),2
tensor(127.5000),tensor(126.2500),tensor(1.0099),tensor(16096.8750),0
tensor(336.2500),tensor(126.2500),tensor(2.6634),tensor(42451.5625),0
tensor(638.7500),tensor(145.),tensor(4.4052),tensor(92618.7500),1
tensor(111.2500),tensor(21.2500),tensor(5.2353),tensor(2364.0625),1
tensor(108.7500),tensor(441.2500),tensor(0.2465),tensor(47985.9375),0
tensor(142.5000),tensor(23.7500),tensor(6.),tensor(3384.3750),1
tensor(178.7500),tensor(397.5000),tensor(0.4497),tensor(71053.1250),0
tensor(138.7500),tensor(586.2500),tensor(0.2367),tensor(81342.1875),0
tensor(75.),tensor(631.2500),tensor(0.1188),tensor(47343.7500),0
tensor(268.7500),tensor(35.),tensor(7.6786),tensor(9406.2500),1
tensor(258.7500),tensor(571.2500),tensor(0.4530),tensor(147810.9375),0
tensor(175.),tensor(580.),tensor(0.3017),tensor(101500.),0
tensor(148.7500),tensor(421.2500),tensor(0.3531),tensor(62660.9375),4
tensor(30.),tensor(27.5000),tensor(1.0909),tensor(825.),3
tensor(372.5000),tensor(256.2500),tensor(1.4537),tensor(95453.1250),2
tensor(158.7500),tensor(41.2500),tensor(3.8485),tensor(6548.4375),1
tensor(135.),tensor(90.),tensor(1.5000),tensor(12150.),2
tensor(301.2500),tensor(233.7500),tensor(1.2888),tensor(70417.1875),2
tensor(137.5000),tensor(40.),tensor(3.4375),tensor(5500.),1
tensor(81.2500),tensor(77.5000),tensor(1.0484),tensor(6296.8750),0
tensor(152.5000),tensor(93.7500),tensor(1.6267),tensor(14296.8750),2
tensor(40.),tensor(63.7500),tensor(0.6275),tensor(2550.),4
tensor(638.7500),tensor(510.),tensor(1.2525),tensor(325762.5000),2
tensor(637.5000),tensor(80.),tensor(7.9688),tensor(51000.),1
tensor(58.7500),tensor(638.7500),tensor(0.0920),tensor(37526.5625),0
tensor(458.7500),tensor(305.),tensor(1.5041),tensor(139918.7500),2
tensor(62.5000),tensor(483.7500),tensor(0.1292),tensor(30234.3750),0
tensor(377.5000),tensor(28.7500),tensor(13.1304),tensor(10853.1250),1
tensor(7.5000),tensor(28.7500),tensor(0.2609),tensor(215.6250),0
tensor(62.5000),tensor(83.7500),tensor(0.7463),tensor(5234.3750),3
tensor(22.5000),tensor(36.2500),tensor(0.6207),tensor(815.6250),3
tensor(550.),tensor(128.7500),tensor(4.2718),tensor(70812.5000),1
tensor(33.7500),tensor(263.7500),tensor(0.1280),tensor(8901.5625),0
tensor(373.7500),tensor(421.2500),tensor(0.8872),tensor(157442.1875),2
tensor(63.7500),tensor(147.5000),tensor(0.4322),tensor(9403.1250),0
tensor(45.),tensor(617.5000),tensor(0.0729),tensor(27787.5000),0
tensor(122.5000),tensor(91.2500),tensor(1.3425),tensor(11178.1250),0
tensor(75.),tensor(393.7500),tensor(0.1905),tensor(29531.2500),0
tensor(315.),tensor(242.5000),tensor(1.2990),tensor(76387.5000),0
tensor(638.7500),tensor(401.2500),tensor(1.5919),tensor(256298.4375),4
tensor(152.5000),tensor(27.5000),tensor(5.5455),tensor(4193.7500),1
tensor(171.2500),tensor(32.5000),tensor(5.2692),tensor(5565.6250),1
tensor(188.7500),tensor(35.),tensor(5.3929),tensor(6606.2500),1
tensor(98.7500),tensor(443.7500),tensor(0.2225),tensor(43820.3125),0
tensor(470.),tensor(51.2500),tensor(9.1707),tensor(24087.5000),1
tensor(22.5000),tensor(172.5000),tensor(0.1304),tensor(3881.2500),0
tensor(60.),tensor(125.),tensor(0.4800),tensor(7500.),0
tensor(443.7500),tensor(172.5000),tensor(2.5725),tensor(76546.8750),0
tensor(637.5000),tensor(98.7500),tensor(6.4557),tensor(62953.1250),1
tensor(638.7500),tensor(96.2500),tensor(6.6364),tensor(61479.6875),1
tensor(445.),tensor(540.),tensor(0.8241),tensor(240300.),4
tensor(393.7500),tensor(193.7500),tensor(2.0323),tensor(76289.0625),2
tensor(107.5000),tensor(176.2500),tensor(0.6099),tensor(18946.8750),2
tensor(32.5000),tensor(71.2500),tensor(0.4561),tensor(2315.6250),0
tensor(98.7500),tensor(85.),tensor(1.1618),tensor(8393.7500),0
tensor(72.5000),tensor(222.5000),tensor(0.3258),tensor(16131.2500),0
tensor(128.7500),tensor(441.2500),tensor(0.2918),tensor(56810.9375),0
tensor(30.),tensor(77.5000),tensor(0.3871),tensor(2325.),0
tensor(40.),tensor(81.2500),tensor(0.4923),tensor(3250.),0
tensor(62.5000),tensor(638.7500),tensor(0.0978),tensor(39921.8750),0
tensor(246.2500),tensor(21.2500),tensor(11.5882),tensor(5232.8125),1
tensor(20.),tensor(560.),tensor(0.0357),tensor(11200.),0
tensor(96.2500),tensor(408.7500),tensor(0.2355),tensor(39342.1875),0
tensor(53.7500),tensor(636.2500),tensor(0.0845),tensor(34198.4375),0
tensor(168.7500),tensor(166.2500),tensor(1.0150),tensor(28054.6875),0
tensor(143.7500),tensor(632.5000),tensor(0.2273),tensor(90921.8750),0
tensor(132.5000),tensor(81.2500),tensor(1.6308),tensor(10765.6250),0
tensor(78.7500),tensor(631.2500),tensor(0.1248),tensor(49710.9375),0
tensor(242.5000),tensor(115.),tensor(2.1087),tensor(27887.5000),0
tensor(515.),tensor(46.2500),tensor(11.1351),tensor(23818.7500),1
tensor(638.7500),tensor(75.),tensor(8.5167),tensor(47906.2500),1
tensor(110.),tensor(637.5000),tensor(0.1725),tensor(70125.),0
tensor(66.2500),tensor(43.7500),tensor(1.5143),tensor(2898.4375),0
tensor(296.2500),tensor(127.5000),tensor(2.3235),tensor(37771.8750),2
tensor(145.),tensor(128.7500),tensor(1.1262),tensor(18668.7500),2
tensor(196.2500),tensor(153.7500),tensor(1.2764),tensor(30173.4375),2
tensor(50.),tensor(211.2500),tensor(0.2367),tensor(10562.5000),0
tensor(355.),tensor(266.2500),tensor(1.3333),tensor(94518.7500),0
tensor(146.2500),tensor(455.),tensor(0.3214),tensor(66543.7500),0
tensor(51.2500),tensor(610.),tensor(0.0840),tensor(31262.5000),0
tensor(286.2500),tensor(20.),tensor(14.3125),tensor(5725.),1
tensor(23.7500),tensor(40.),tensor(0.5938),tensor(950.),0
tensor(181.2500),tensor(532.5000),tensor(0.3404),tensor(96515.6250),0
tensor(478.7500),tensor(80.),tensor(5.9844),tensor(38300.),1
tensor(98.7500),tensor(281.2500),tensor(0.3511),tensor(27773.4375),0
tensor(138.7500),tensor(146.2500),tensor(0.9487),tensor(20292.1875),0
tensor(633.7500),tensor(143.7500),tensor(4.4087),tensor(91101.5625),0
tensor(48.7500),tensor(528.7500),tensor(0.0922),tensor(25776.5625),0
tensor(65.),tensor(382.5000),tensor(0.1699),tensor(24862.5000),0
tensor(366.2500),tensor(106.2500),tensor(3.4471),tensor(38914.0625),2
tensor(452.5000),tensor(520.),tensor(0.8702),tensor(235300.),2
tensor(61.2500),tensor(638.7500),tensor(0.0959),tensor(39123.4375),0
tensor(638.7500),tensor(75.),tensor(8.5167),tensor(47906.2500),1
tensor(148.7500),tensor(57.5000),tensor(2.5870),tensor(8553.1250),1
tensor(92.5000),tensor(548.7500),tensor(0.1686),tensor(50759.3750),0
tensor(80.),tensor(638.7500),tensor(0.1252),tensor(51100.),0
tensor(176.2500),tensor(527.5000),tensor(0.3341),tensor(92971.8750),2
tensor(28.7500),tensor(65.),tensor(0.4423),tensor(1868.7500),0
tensor(638.7500),tensor(380.),tensor(1.6809),tensor(242725.),2
tensor(325.),tensor(246.2500),tensor(1.3198),tensor(80031.2500),2
tensor(407.5000),tensor(55.),tensor(7.4091),tensor(22412.5000),1
tensor(27.5000),tensor(241.2500),tensor(0.1140),tensor(6634.3750),0
tensor(63.7500),tensor(528.7500),tensor(0.1206),tensor(33707.8125),0
tensor(313.7500),tensor(321.2500),tensor(0.9767),tensor(100792.1875),0
tensor(93.7500),tensor(55.),tensor(1.7045),tensor(5156.2500),0
tensor(71.2500),tensor(331.2500),tensor(0.2151),tensor(23601.5625),0
tensor(193.7500),tensor(295.),tensor(0.6568),tensor(57156.2500),2
tensor(631.2500),tensor(80.),tensor(7.8906),tensor(50500.),1
tensor(200.),tensor(367.5000),tensor(0.5442),tensor(73500.),0
tensor(8.7500),tensor(58.7500),tensor(0.1489),tensor(514.0625),0
tensor(301.2500),tensor(581.2500),tensor(0.5183),tensor(175101.5625),2
tensor(28.7500),tensor(53.7500),tensor(0.5349),tensor(1545.3125),0
tensor(525.),tensor(82.5000),tensor(6.3636),tensor(43312.5000),1
tensor(228.7500),tensor(27.5000),tensor(8.3182),tensor(6290.6250),1
tensor(142.5000),tensor(638.7500),tensor(0.2231),tensor(91021.8750),0
tensor(45.),tensor(341.2500),tensor(0.1319),tensor(15356.2500),0
tensor(65.),tensor(28.7500),tensor(2.2609),tensor(1868.7500),1
tensor(230.),tensor(21.2500),tensor(10.8235),tensor(4887.5000),1
tensor(46.2500),tensor(216.2500),tensor(0.2139),tensor(10001.5625),0
tensor(166.2500),tensor(227.5000),tensor(0.7308),tensor(37821.8750),0
tensor(573.7500),tensor(88.7500),tensor(6.4648),tensor(50920.3125),1
tensor(7.5000),tensor(56.2500),tensor(0.1333),tensor(421.8750),0
tensor(130.),tensor(527.5000),tensor(0.2464),tensor(68575.),2
tensor(36.2500),tensor(76.2500),tensor(0.4754),tensor(2764.0625),0
tensor(92.5000),tensor(497.5000),tensor(0.1859),tensor(46018.7500),0
tensor(63.7500),tensor(58.7500),tensor(1.0851),tensor(3745.3125),0
tensor(66.2500),tensor(91.2500),tensor(0.7260),tensor(6045.3125),0
tensor(638.7500),tensor(127.5000),tensor(5.0098),tensor(81440.6250),1
tensor(25.),tensor(51.2500),tensor(0.4878),tensor(1281.2500),0
tensor(207.5000),tensor(117.5000),tensor(1.7660),tensor(24381.2500),0
tensor(161.2500),tensor(353.7500),tensor(0.4558),tensor(57042.1875),0
tensor(155.),tensor(465.),tensor(0.3333),tensor(72075.),0
tensor(632.5000),tensor(81.2500),tensor(7.7846),tensor(51390.6250),1
tensor(132.5000),tensor(86.2500),tensor(1.5362),tensor(11428.1250),0
tensor(638.7500),tensor(212.5000),tensor(3.0059),tensor(135734.3750),2
tensor(197.5000),tensor(378.7500),tensor(0.5215),tensor(74803.1250),0
tensor(146.2500),tensor(330.),tensor(0.4432),tensor(48262.5000),0
tensor(131.2500),tensor(175.),tensor(0.7500),tensor(22968.7500),0
tensor(38.7500),tensor(452.5000),tensor(0.0856),tensor(17534.3750),0
tensor(398.7500),tensor(52.5000),tensor(7.5952),tensor(20934.3750),1
tensor(130.),tensor(8.7500),tensor(14.8571),tensor(1137.5000),1
tensor(205.),tensor(430.),tensor(0.4767),tensor(88150.),0
tensor(67.5000),tensor(137.5000),tensor(0.4909),tensor(9281.2500),0
tensor(230.),tensor(413.7500),tensor(0.5559),tensor(95162.5000),0
tensor(207.5000),tensor(71.2500),tensor(2.9123),tensor(14784.3750),0
tensor(116.2500),tensor(432.5000),tensor(0.2688),tensor(50278.1250),3
tensor(47.5000),tensor(628.7500),tensor(0.0755),tensor(29865.6250),0
tensor(128.7500),tensor(637.5000),tensor(0.2020),tensor(82078.1250),0
tensor(35.),tensor(638.7500),tensor(0.0548),tensor(22356.2500),0
tensor(273.7500),tensor(60.),tensor(4.5625),tensor(16425.),1
tensor(47.5000),tensor(392.5000),tensor(0.1210),tensor(18643.7500),0
tensor(35.),tensor(582.5000),tensor(0.0601),tensor(20387.5000),0
tensor(62.5000),tensor(637.5000),tensor(0.0980),tensor(39843.7500),0
tensor(70.),tensor(163.7500),tensor(0.4275),tensor(11462.5000),0
tensor(35.),tensor(323.7500),tensor(0.1081),tensor(11331.2500),0
tensor(32.5000),tensor(117.5000),tensor(0.2766),tensor(3818.7500),0
tensor(155.),tensor(78.7500),tensor(1.9683),tensor(12206.2500),0
tensor(578.7500),tensor(172.5000),tensor(3.3551),tensor(99834.3750),0
tensor(80.),tensor(636.2500),tensor(0.1257),tensor(50900.),0
tensor(85.),tensor(347.5000),tensor(0.2446),tensor(29537.5000),0
tensor(257.5000),tensor(128.7500),tensor(2.),tensor(33153.1250),2
tensor(42.5000),tensor(627.5000),tensor(0.0677),tensor(26668.7500),0
tensor(162.5000),tensor(501.2500),tensor(0.3242),tensor(81453.1250),0
tensor(38.7500),tensor(33.7500),tensor(1.1481),tensor(1307.8125),3
tensor(10.),tensor(15.),tensor(0.6667),tensor(150.),3
tensor(105.),tensor(293.7500),tensor(0.3574),tensor(30843.7500),0
tensor(53.7500),tensor(237.5000),tensor(0.2263),tensor(12765.6250),0
tensor(122.5000),tensor(56.2500),tensor(2.1778),tensor(6890.6250),0
tensor(513.7500),tensor(86.2500),tensor(5.9565),tensor(44310.9375),1
tensor(470.),tensor(48.7500),tensor(9.6410),tensor(22912.5000),1
tensor(301.2500),tensor(87.5000),tensor(3.4429),tensor(26359.3750),2
tensor(157.5000),tensor(76.2500),tensor(2.0656),tensor(12009.3750),0
tensor(15.),tensor(150.),tensor(0.1000),tensor(2250.),0
tensor(136.2500),tensor(180.),tensor(0.7569),tensor(24525.),2
tensor(77.5000),tensor(225.),tensor(0.3444),tensor(17437.5000),0
tensor(227.5000),tensor(350.),tensor(0.6500),tensor(79625.),2
tensor(407.5000),tensor(467.5000),tensor(0.8717),tensor(190506.2500),0
tensor(92.5000),tensor(73.7500),tensor(1.2542),tensor(6821.8750),0
tensor(72.5000),tensor(476.2500),tensor(0.1522),tensor(34528.1250),0
tensor(40.),tensor(15.),tensor(2.6667),tensor(600.),3
tensor(103.7500),tensor(296.2500),tensor(0.3502),tensor(30735.9375),0
tensor(90.),tensor(350.),tensor(0.2571),tensor(31500.),0
tensor(78.7500),tensor(202.5000),tensor(0.3889),tensor(15946.8750),0
tensor(410.),tensor(96.2500),tensor(4.2597),tensor(39462.5000),2
tensor(115.),tensor(58.7500),tensor(1.9574),tensor(6756.2500),2
tensor(243.7500),tensor(236.2500),tensor(1.0317),tensor(57585.9375),4
tensor(110.),tensor(285.),tensor(0.3860),tensor(31350.),0
tensor(51.2500),tensor(127.5000),tensor(0.4020),tensor(6534.3750),0
tensor(16.2500),tensor(15.),tensor(1.0833),tensor(243.7500),3
tensor(95.),tensor(633.7500),tensor(0.1499),tensor(60206.2500),0
tensor(172.5000),tensor(26.2500),tensor(6.5714),tensor(4528.1250),1
tensor(22.5000),tensor(65.),tensor(0.3462),tensor(1462.5000),0
tensor(66.2500),tensor(125.),tensor(0.5300),tensor(8281.2500),0
tensor(133.7500),tensor(430.),tensor(0.3110),tensor(57512.5000),0
tensor(83.7500),tensor(275.),tensor(0.3045),tensor(23031.2500),0
tensor(32.5000),tensor(633.7500),tensor(0.0513),tensor(20596.8750),0
tensor(638.7500),tensor(238.7500),tensor(2.6754),tensor(152501.5625),2
tensor(163.7500),tensor(25.),tensor(6.5500),tensor(4093.7500),1
tensor(26.2500),tensor(47.5000),tensor(0.5526),tensor(1246.8750),0
tensor(161.2500),tensor(592.5000),tensor(0.2722),tensor(95540.6250),0
tensor(170.),tensor(167.5000),tensor(1.0149),tensor(28475.),2
tensor(425.),tensor(361.2500),tensor(1.1765),tensor(153531.2500),2
tensor(638.7500),tensor(60.),tensor(10.6458),tensor(38325.),1
tensor(500.),tensor(33.7500),tensor(14.8148),tensor(16875.),1
tensor(418.7500),tensor(26.2500),tensor(15.9524),tensor(10992.1875),1
tensor(45.),tensor(151.2500),tensor(0.2975),tensor(6806.2500),1
tensor(506.2500),tensor(447.5000),tensor(1.1313),tensor(226546.8750),0
tensor(43.7500),tensor(161.2500),tensor(0.2713),tensor(7054.6875),0
tensor(147.5000),tensor(11.2500),tensor(13.1111),tensor(1659.3750),1
tensor(68.7500),tensor(638.7500),tensor(0.1076),tensor(43914.0625),0
tensor(88.7500),tensor(620.),tensor(0.1431),tensor(55025.),0
tensor(33.7500),tensor(32.5000),tensor(1.0385),tensor(1096.8750),3
tensor(10.),tensor(15.),tensor(0.6667),tensor(150.),3
tensor(61.2500),tensor(638.7500),tensor(0.0959),tensor(39123.4375),0
tensor(287.5000),tensor(451.2500),tensor(0.6371),tensor(129734.3750),0
tensor(228.7500),tensor(345.),tensor(0.6630),tensor(78918.7500),0
tensor(75.),tensor(262.5000),tensor(0.2857),tensor(19687.5000),0
tensor(233.7500),tensor(88.7500),tensor(2.6338),tensor(20745.3125),0
tensor(65.),tensor(86.2500),tensor(0.7536),tensor(5606.2500),0
tensor(126.2500),tensor(520.),tensor(0.2428),tensor(65650.),0
tensor(16.2500),tensor(32.5000),tensor(0.5000),tensor(528.1250),0
tensor(57.5000),tensor(637.5000),tensor(0.0902),tensor(36656.2500),0
tensor(638.7500),tensor(100.),tensor(6.3875),tensor(63875.),1
tensor(467.5000),tensor(557.5000),tensor(0.8386),tensor(260631.2500),4
tensor(32.5000),tensor(57.5000),tensor(0.5652),tensor(1868.7500),0
tensor(435.),tensor(223.7500),tensor(1.9441),tensor(97331.2500),2
tensor(116.2500),tensor(140.),tensor(0.8304),tensor(16275.),2
tensor(275.),tensor(252.5000),tensor(1.0891),tensor(69437.5000),2
tensor(247.5000),tensor(36.2500),tensor(6.8276),tensor(8971.8750),1
tensor(60.),tensor(157.5000),tensor(0.3810),tensor(9450.),0
tensor(27.5000),tensor(507.5000),tensor(0.0542),tensor(13956.2500),0
tensor(148.7500),tensor(471.2500),tensor(0.3156),tensor(70098.4375),0
tensor(46.2500),tensor(100.),tensor(0.4625),tensor(4625.),0
tensor(26.2500),tensor(35.),tensor(0.7500),tensor(918.7500),0
tensor(176.2500),tensor(596.2500),tensor(0.2956),tensor(105089.0625),0
